Source,District,Recipient,Award ID,Latest Modification Number,Latest Modification Date,Start Date,End Date,Award Amount,Total Outlays,Description,Business Categories,URL
DOGE,TX-36,"Barrios Technology, LLC",80HQTR24F0070,P00001,2025-03-20,2024-08-01,2025-01-22,112312.76,75051.32,"Status: Expired. Reported savings: $122,313.00. DOGE Action Date: 3/20/2025. Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)","category_business, limited_liability_corporation, partnership_or_limited_liability_partnership, small_business, special_designations, us_owned_business, woman_owned_business, women_owned_small_business",https://www.usaspending.gov/award/CONT_AWD_80HQTR24F0070_8000_80MSFC21D0009_8000/
DOGE,TX-36,"Barrios Technology, LLC",80HQTR24F0071,P00001,2025-03-20,2024-08-01,2025-01-22,82838.19,55355.35,"Status: Expired. Reported savings: $82,838.00. DOGE Action Date: 3/20/2025. The project aims to enhance administrative operations and optimize efficiency within odeo by leveraging the expertise of an administrative operations specialist.","category_business, limited_liability_corporation, partnership_or_limited_liability_partnership, small_business, special_designations, us_owned_business, woman_owned_business, women_owned_small_business",https://www.usaspending.gov/award/CONT_AWD_80HQTR24F0071_8000_80MSFC21D0009_8000/
DOGE,TX-36,"Barrios Technology, LLC",80HQTR24F0074,P00001,2025-03-20,2024-08-01,2025-01-22,82838.19,55355.35,"Status: Expired. Reported savings: $82,838.00. DOGE Action Date: 3/20/2025. Will be responsible for overseeing and managing the successful execution of special projects","category_business, limited_liability_corporation, partnership_or_limited_liability_partnership, small_business, special_designations, us_owned_business, woman_owned_business, women_owned_small_business",https://www.usaspending.gov/award/CONT_AWD_80HQTR24F0074_8000_80MSFC21D0009_8000/
DOGE,TX-36,"Barrios Technology, LLC",80HQTR24F0064,P00003,2025-03-21,2024-06-24,2025-03-21,129377.08,33554.38,"Status: Expired. Reported savings: $129,377.00. DOGE Action Date: 3/20/2025. Coordinate and support the utilization of msds risk management plan and agency procedural documents and provide analysis and recommendation support to assist with msd risk management.","category_business, limited_liability_corporation, partnership_or_limited_liability_partnership, small_business, special_designations, us_owned_business, woman_owned_business, women_owned_small_business",https://www.usaspending.gov/award/CONT_AWD_80HQTR24F0064_8000_80MSFC21D0009_8000/
DOGE,TX-36,"Barrios Technology, LLC",80HQTR24F0073,P00001,2025-03-21,2024-08-05,2025-03-21,74496.90,16699.75,"Status: Expired. Reported savings: $74,497.00. DOGE Action Date: 3/20/2025. Provide primary integration and administrative support to the esdmd moon to mars (M2M) program planning & control (PP&C) office","category_business, limited_liability_corporation, partnership_or_limited_liability_partnership, small_business, special_designations, us_owned_business, woman_owned_business, women_owned_small_business",https://www.usaspending.gov/award/CONT_AWD_80HQTR24F0073_8000_80MSFC21D0009_8000/
NPDV,DE-00,Blue Marble Space,80NSSC23M0020,P00004,2025-05-21,2023-01-01,,44879.00,44879.00,Termination for convenience agreement - three-dimensional modeling of observable terrestrial worlds - support for SMD directorate,"category_business, corporate_entity_tax_exempt, nonprofit",https://www.usaspending.gov/award/ASST_NON_80NSSC23M0020_080/
FPDS,CA-35,Blueice Engineering LLC,80GRC020P0006,P00003,2025-02-25,2019-12-20,2020-06-05,0.00,0.00,Reason for modification: terminate for convenience (complete or partial). psl spray tank.,"asian_pacific_american_owned_business, category_business, corporate_entity_not_tax_exempt, limited_liability_corporation, minority_owned_business, self_certified_small_disadvanted_business, small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80GRC020P0006_8000_-NONE-_-NONE-/
DOGE,VA-11,Booz Allen Hamilton Inc,80JSC024FA135,P00002,2025-03-25,2024-06-11,2025-01-22,701923.00,701923.00,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 3/20/2025. Strategic professional engineering assessment contract ii (SPEACII),"category_business, corporate_entity_not_tax_exempt, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80JSC024FA135_8000_80JSC023AA001_8000/
DOGE,VA-11,Booz Allen Hamilton Inc,80JSC024FA083,P00002,2025-07-31,2024-03-05,2025-01-22,1923416.00,1923416.00,"Status: TERMINATED. Reported savings: $0. DOGE Action Date: 3/20/2025. NASA’s deia strategic plan emphasizes the need to implement a deia analytics capability within NASA’s enterprise data platform (EDP) to enable evidence-based awareness, planning, decisions, and assessments of the current and future state of deia at NASA. the way forward for NASA’s deia analytics capability and the application of it","category_business, corporate_entity_not_tax_exempt, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80JSC024FA083_8000_80JSC023AA001_8000/
DOGE,VA-11,Booz Allen Hamilton Inc,80JSC024FA088,0,2025-07-31,2024-03-13,2025-03-13,442470.00,442470.00,"Status: Expired. Reported savings: $0. DOGE Action Date: 3/20/2025. The contractor shall provide independent programmatic and institutional assessment capability to support NASA. reviews and assessments are performed in support of organizational tactical and strategic planning efforts specifically for strategic messaging within the heliophysics science community, responding to the the next decade of discovery in solar and space physics: exploring and safeguarding humanity's home in space released in 2024, overall strategy and implementation of the space weather program and heliophysics digital resource library, leadership and division operational management, knowledge management, and support for division digital organization tools. the scope of reviews and assessments supported within this statement of work (SOW) includes NASA programs, projects within the heliophysics division as NASA headquarters.","category_business, corporate_entity_not_tax_exempt, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80JSC024FA088_8000_80JSC023AA001_8000/
DOGE,VA-11,Booz Allen Hamilton Inc,80JSC024FA120,P00003,2025-07-31,2024-05-21,2025-05-21,857617.00,857617.00,"Status: Expired. Reported savings: $0. DOGE Action Date: 3/20/2025. The contractor shall assess and evaluate existing NASA science mission directorate (SMD) programming and procedures to identify gaps and/or underlying issues in support of the open science strategic initiatives. recommend updates to strategy documents and collect modifications for input. provide an assessment and recommendations to cross-cutting alignments across the directorate. the contractor shall facilitate planning and discussion meetings to conduct strategic assessment activities, provide recommendations on agenda and materials and document results, and report findings and recommendations to the oscdo and other leadership to inform mission directorate processes. the contractor shall develop and foster relationships with agency points of contact and others to further the oscdo offices’ goals. the contractor shall monitor developments in and around open science and technology polices relative to agency and ocsdo goals and directives. the contractor shall provide management and assessment of ocsdo schedules, milestones, actions, and risks using applicable tools and trackers. the contractor shall review and assess strategic engagement opportunities on behalf of smd ocsdo front office, open science data officer, and open science program scientist and recommend strategies to maximize reach and impact. recommend processes, slide deck templates (internal and external), and procedures to optimize the programs’ activities and knowledge management practices.","category_business, corporate_entity_not_tax_exempt, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80JSC024FA120_8000_80JSC023AA001_8000/
DOGE,VA-11,Booz Allen Hamilton Inc,80JSC025FA015,P00002,2025-09-25,2024-11-01,2026-03-31,1386955.00,750681.00,"Status: ADDITIONAL WORK (NEW AGREEMENT, JUSTIFICATION REQUIRED). Reported savings: $0. DOGE Action Date: 3/20/2025. Game changing development (GCD) program data management and gcd tool support","category_business, corporate_entity_not_tax_exempt, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80JSC025FA015_8000_80JSC023AA001_8000/
NPDV,RI-01,Brown University,80NSSC24K0178,P00003,2025-09-05,2023-11-01,,352074.28,352074.28,Termination for convenience agreement - interdisciplinary research in earth sciences for Science Mission Directorate (SMD/ESD),"category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, private_institution_of_higher_education",https://www.usaspending.gov/award/ASST_NON_80NSSC24K0178_080/
FPDS,MA-03,Bruker Scientific LLC,80TECH25PA010,P00001,2025-07-09,2025-02-25,2025-02-26,0.00,0.00,Reason for modification: terminate for convenience (complete or partial). vertex 80v spectrometer.,"category_business, corporate_entity_not_tax_exempt, limited_liability_corporation, manufacturer_of_goods, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80TECH25PA010_8000_-NONE-_-NONE-/
DOGE,VA-08,"Bryce Solutions, LLC",80NSSC23FB052,P00016,2024-12-17,2023-09-01,2025-02-28,2527240.48,2525707.68,"Status: Expired. Reported savings: $5,013,199.49. DOGE Action Date: 2/18/2025. Provides leadership and executive level one-on-one coaching services to the NASA enterprise-wide human capital support services (NEHCSS) contract.","category_business, joint_venture_women_owned_small_business, limited_liability_corporation, partnership_or_limited_liability_partnership, small_business, special_designations, us_owned_business, woman_owned_business, women_owned_small_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC23FB052_8000_80NSSC23DA002_8000/
DOGE,VA-08,"Bryce Space and Technology, LLC",80NSSC24FA979,P00004,2025-09-12,2024-08-01,2025-04-10,645125.14,645125.14,"Status: TERMINATED. Reported savings: $4,667,483.22. DOGE Action Date: 4/4/2025. Administrative management and general management consulting services to provide NASA leadership with independent diagnostics and strategic advisory work on matters involving, technology policy and economics through independent research and analysis that answers specific questions on topics of interest.","category_business, limited_liability_corporation, partnership_or_limited_liability_partnership, small_business, special_designations, us_owned_business, woman_owned_business, women_owned_small_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24FA979_8000_80NSSC24AA010_8000/
DOGE,CA-20,Business Class Aviation Inc.,80NSSC23PA010,P00004,2025-08-13,2022-10-01,2025-04-08,0.00,0.00,"Status: TERMINATED. Reported savings: $96,700.00. DOGE Action Date: 3/20/2025. Dc-8 and sofia aircraft storage and parts removal","category_business, corporate_entity_not_tax_exempt, self_certified_small_disadvanted_business, small_business, special_designations, subchapter_s_corporation, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC23PA010_8000_-NONE-_-NONE-/
NPDV,PA-11,Caes Mission Systems LLC,80NSSC26P0092,0,2025-12-18,2025-12-18,2026-08-18,45694.00,,Scaled composites pn: sales-003 pn: 570014-xxx flight termination receiver/decoder and uhf command antenna replacement,"category_business, corporate_entity_not_tax_exempt, limited_liability_corporation, manufacturer_of_goods, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC26P0092_8000_-NONE-_-NONE-/
NPDV,CA-28,California Institute of Technology,80NM0018F0669,P00007,2025-04-21,2018-10-01,2025-04-07,906320.78,624806.22,Stop work order issued with notification of intent to terminate for convenience - geostationary carbon cycle observatory (geocarb) pre-phase a and phase a (87-700073) for SMD directorate,"category_business, corporate_entity_tax_exempt, educational_institution, higher_education, minority_owned_business, nonprofit, other_minority_owned_business, other_than_small_business, private_institution_of_higher_education, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NM0018F0669_8000_80NM0018D0004_8000/
NPDV,CA-28,California Institute of Technology,80NM0019F0075,P00007,2025-06-26,2019-08-02,2025-09-30,1214116.00,839809.69,Termination for convenience agreement - mars to moon engineering support for xyz directorate,"category_business, corporate_entity_tax_exempt, educational_institution, higher_education, minority_owned_business, nonprofit, other_minority_owned_business, other_than_small_business, private_institution_of_higher_education, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NM0019F0075_8000_80NM0018D0004_8000/
NPDV,CA-28,California Institute of Technology,80NM0018F0566,P00027,2025-08-12,2018-10-01,2027-09-30,3743031.81,3255060.09,Stop work notice issued with notification of intent to terminate for convenience - office of chief technologist (oct) strategic integration for SMD directorate,"category_business, corporate_entity_tax_exempt, educational_institution, higher_education, minority_owned_business, nonprofit, other_minority_owned_business, other_than_small_business, private_institution_of_higher_education, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NM0018F0566_8000_80NM0018D0004_8000/
DOGE,MD-07,"Career Communications Group, Inc.",80NSSC24PB891,P00003,2025-05-15,2024-09-01,2025-04-16,12500.00,12500.00,"Status: TERMINATED. Reported savings: $0. DOGE Action Date: 5/6/2025. Women of color in science, technology, engineering, and mathematics silver partnership and participation in their national convention","black_american_owned_business, category_business, corporate_entity_not_tax_exempt, dot_certified_disadvantaged_business_enterprise, minority_owned_business, self_certified_small_disadvanted_business, small_business, special_designations, subchapter_s_corporation, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PB891_8000_-NONE-_-NONE-/
NASAGrants,PA-07,Cedar Crest College,80NSSC23M0127,P00002,2025-06-20,2023-08-01,2026-07-31,500000.00,500000.00,"Approved/ Awarded - Administrative | Administrative - Change Pop End Date, Administrative - Decrease. Towers ? tackling obstacles for women's engagement & retention in stem at cedar crest college","category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, private_institution_of_higher_education",https://www.usaspending.gov/award/ASST_NON_80NSSC23M0127_080/
NASAGrants,CA-40,Chapman University,80NSSC23K0309,P00006,2026-01-05,2023-01-01,2026-12-31,319264.00,186212.67,"Work In Progress - Administrative | Administrative - Decrease, Administrative - Change Pop End Date. I.c.e. c.r.e.a.m.: integrating communication of ecostress into community research, education, applications, and media","category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, private_institution_of_higher_education",https://www.usaspending.gov/award/ASST_NON_80NSSC23K0309_080/
DOGE,VA-11,"Chenega Global Protection, LLC",80HQTR23FA044,P00005,2025-03-25,2023-06-20,2026-02-28,231345.20,231345.20,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 4/1/2025. NASA hq protective service- security police officer post- east lobby- earth information center (EIC) - termination for convenience agreement- earth information center (EIC) support for NASA office of protective services,"8a_program_participant, alaskan_native_corporation_owned_firm, category_business, limited_liability_corporation, minority_owned_business, native_american_owned_business, other_minority_owned_business, self_certified_small_disadvanted_business, small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80HQTR23FA044_8000_80GSFC23DA004_8000/
FPDS,FL-08,Chinook Systems Inc,NNK14CA65T,1,2025-02-28,2014-09-11,2015-06-30,2503.00,,"Reason for modification: terminate for convenience (complete or partial). igf::ot::igf  commissioning services for the KSC pad b ground cooling system refurbishment, pcn 98898 mod 1: the purpose of this supplemental agreement is to provide a settlement for the termination for convenience of task order nnk14ca65t, architect engineering services for commissioning services for launch pad 39 ground cooling refurbishment, project control number 98812.","category_business, corporate_entity_not_tax_exempt, dot_certified_disadvantaged_business_enterprise, small_business, special_designations, subchapter_s_corporation, us_owned_business, woman_owned_business, women_owned_small_business",https://www.usaspending.gov/award/CONT_AWD_NNK14CA65T_8000_GS21F0019X_4732/
NPDV,OH-11,Cleveland State University,80NSSC22K1658,P00003,2025-04-08,2023-01-01,,149765.00,134223.37,"Termination for convenience agreement- 22-csdsa22_2-0014, commercial satellite data analysis characterizing canopy chlorophyll and photosynthetic productivity for agricultural crops and forest monitoring support for SMD/ESD directorate","educational_institution, government, higher_education, national_government, public_institution_of_higher_education, regional_and_state_government",https://www.usaspending.gov/award/ASST_NON_80NSSC22K1658_080/
NASAGrants,NE-02,College of Saint Mary,80NSSC23M0124,P00002,2025-06-20,2023-08-01,2025-07-31,368044.00,197698.83,"Approved/ Awarded - Administrative | Administrative - Change Pop End Date, Administrative - Decrease. Project bloom for women in stem? bolstering learning, opportunities, outreach, and mindfulness","category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, private_institution_of_higher_education",https://www.usaspending.gov/award/ASST_NON_80NSSC23M0124_080/
DOGE,MD-03,Colossal Contracting LLC,80NSSC25FA078,P00001,2025-08-13,2024-11-24,2025-04-16,16200.00,16200.00,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 5/6/2025. Prisma cloud security renewal,"category_business, corporate_entity_not_tax_exempt, limited_liability_corporation, service_disabled_veteran_owned_business, small_business, special_designations, subchapter_s_corporation, us_owned_business, veteran_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC25FA078_8000_NNG15SD72B_8000/
NPDV,MD-03,Cornell Technical Services LLC,80LARC25F7011,P00003,2025-04-10,2024-11-19,2025-07-31,780306.00,686464.63,Stop work notice issued with notification of intent to terminate for convenience - 2025 astrophysics division senior review,"category_business, limited_liability_corporation, partnership_or_limited_liability_partnership, small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80LARC25F7011_8000_80LARC20D0007_8000/
FPDS,MD-03,Cornell Technical Services LLC,80LARC21F0083,P00007,2025-08-05,2021-03-17,2025-04-18,115865.00,112040.25,Reason for modification: other administrative action. stop work notice issued with notification of intent to terminate for convenience - soma vault administration.,"category_business, limited_liability_corporation, partnership_or_limited_liability_partnership, small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80LARC21F0083_8000_80LARC20D0007_8000/
FPDS,MD-03,Cornell Technical Services LLC,80LARC21F0153,P00007,2025-09-22,2021-09-10,2025-04-18,316380.00,312977.02,"Reason for modification: other administrative action. stop work notice issued with notification of intent to terminate for convenience - mars exploration program (MEP) assessment for management, planning, technical, scientific, risk, cost, and schedule support.","category_business, limited_liability_corporation, partnership_or_limited_liability_partnership, small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80LARC21F0153_8000_80LARC20D0007_8000/
NASAGrants,NY-19,Cornell University,80NSSC21K1288,P00006,2025-08-20,2021-08-16,,300273.00,268000.00,"Approved/ Awarded - Administrative | Administrative - Change Pop End Date, Administrative - Decrease. Advancing microwave kinetic inductance technology for cosmology and astrophysics applications","category_business, corporate_entity_tax_exempt, educational_institution, higher_education, manufacturer_of_goods, nonprofit, private_institution_of_higher_education, public_institution_of_higher_education, veterinary_college",https://www.usaspending.gov/award/ASST_NON_80NSSC21K1288_080/
NPDV,NY-19,Cornell University,80NSSC24K1193,P00002,2025-12-19,2024-07-01,2025-03-21,95267.75,95267.75,"Termination for convenience agreement  - topical workshops, symposiums, and conferences  Science Mission Directorate (SMD/planetary)","category_business, corporate_entity_tax_exempt, educational_institution, higher_education, manufacturer_of_goods, nonprofit, private_institution_of_higher_education, public_institution_of_higher_education, veterinary_college",https://www.usaspending.gov/award/ASST_NON_80NSSC24K1193_080/
DOGE,DC-08,"Costar Realty Information, Inc.",80NSSC24PB717,P00002,2025-12-09,2024-07-12,2025-04-08,49050.00,49050.00,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 5/6/2025. Web search portals and all other information services: costar,"category_business, corporate_entity_not_tax_exempt, small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PB717_8000_-NONE-_-NONE-/
DOGE,VA-08,Creative Solutions International Coporation,80NSSC23FA279,P00003,2025-04-21,2023-03-07,2025-02-20,138793.75,108446.41,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 2/18/2025. Consulting and meeting facilitation in support of ocio transformation initiatives,"category_business, corporate_entity_not_tax_exempt, self_certified_small_disadvanted_business, small_business, special_designations, us_owned_business, woman_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC23FA279_8000_GS10F0331M_4730/
DOGE,VA-08,"Crown Innovations, Inc.",80HQTR24FA038,P00002,2025-03-20,2024-06-06,2025-03-20,136646.85,75915.14,Status: Expired. Reported savings: $0. DOGE Action Date: 2/18/2025. Technical support for armd's office of the associate administrator,"category_business, corporate_entity_not_tax_exempt, minority_owned_business, self_certified_small_disadvanted_business, small_business, special_designations, subchapter_s_corporation, subcontinent_asian_indian_american_owned_business, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80HQTR24FA038_8000_80HQTR24AA006_8000/
NPDV,NY-12,"Datadog, Inc.",80NSSC24PB139,P00002,2025-12-05,2024-06-01,2025-04-08,0.00,0.00,Termination for convenience agreement - datadog subscription,"category_business, corporate_entity_not_tax_exempt, other_than_small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PB139_8000_-NONE-_-NONE-/
DOGE,VA-08,Deloitte Consulting LLP,80HQTR23FA018,P00002,2025-06-03,2023-02-08,2025-07-31,659225.96,644337.82,Status: Expired. Reported savings: $0. DOGE Action Date: 3/20/2025. Conducting evidence and evaluation activities for the space technology mission directorate in order to meet the requirements of the evidence act (p.l. 115-435).,"category_business, other_than_small_business, partnership_or_limited_liability_partnership, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80HQTR23FA018_8000_80HQTR22AA005_8000/
DOGE,VA-08,Deloitte Consulting LLP,80HQTR25FA019,0,2025-06-03,2025-02-11,2025-08-11,130791.80,90488.46,"Status: Expired. Reported savings: $0. DOGE Action Date: 3/20/2025. The technical work performed directly enables NASA to submit the annual president's budget request & congressional justification, required by the following laws: budget & accounting act (p.l. 67-13), budget impoundment & control act (p.l. 93-344). the task ends 8/11/2025 because the work will be complete.","category_business, other_than_small_business, partnership_or_limited_liability_partnership, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80HQTR25FA019_8000_80HQTR22AA005_8000/
DOGE,MD-06,"Diversified Services Group, Inc.",80NSSC22PA482,P00006,2025-04-08,2022-07-01,2025-04-09,46982.62,46982.54,"Status: TERMINATED. Reported savings: $38,577.84. DOGE Action Date: 4/14/2025. Live plant maintenance services","black_american_owned_business, category_business, corporate_entity_not_tax_exempt, economically_disadvantaged_women_owned_small_business, minority_owned_business, self_certified_small_disadvanted_business, small_business, special_designations, us_owned_business, woman_owned_business, women_owned_small_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC22PA482_8000_-NONE-_-NONE-/
DOGE,TX-26,"Eli Group, LLC",80NSSC24PA590,P00001,2025-04-21,2024-06-12,2025-03-06,27500.00,27500.00,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 2/18/2025. Eli group leadership lab for women,"category_business, corporate_entity_not_tax_exempt, limited_liability_corporation, self_certified_small_disadvanted_business, small_business, special_designations, us_owned_business, woman_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PA590_8000_-NONE-_-NONE-/
DOGE,TX-26,"Eli Group, LLC",80NSSC24PC331,P00001,2025-11-26,2025-02-19,2025-02-19,27500.00,27500.00,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 2/18/2025. The exclusive leadership lab for women provides senior-level women with a development program designed to enhance leadership influence and behavior change to help them succeed within your organization.,"category_business, corporate_entity_not_tax_exempt, limited_liability_corporation, self_certified_small_disadvanted_business, small_business, special_designations, us_owned_business, woman_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PC331_8000_-NONE-_-NONE-/
NPDV,GA-05,Emory University,80NSSC25K7032,P00003,2025-12-19,2024-10-04,2025-05-10,72879.91,72879.91,Termination for convenience agreement - advancing environmental justice in atlanta through GIS-enabled community engagement - support for SMD directorate,"category_business, corporate_entity_tax_exempt, educational_institution, higher_education, nonprofit, other_than_small_business, private_institution_of_higher_education, special_designations, us_owned_business",https://www.usaspending.gov/award/ASST_NON_80NSSC25K7032_080/
DOGE,MD-08,"Emp Consultants, LLC",80NSSC24PA710,P00001,2025-03-27,2024-05-01,2025-04-30,45960.00,45960.00,"Status: TERMINATED. Reported savings: $45,960.00. DOGE Action Date: 3/20/2025. This order is for novice software and support maintenance.","category_business, corporate_entity_not_tax_exempt, limited_liability_corporation, small_business, special_designations, us_owned_business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PA710_8000_-NONE-_-NONE-/
