Source,District,Recipient,Award ID,Latest Modification Number,Latest Modification Date,Start Date,End Date,Award Amount,Total Outlays,Description,Business Categories,URL
DOGE,VA-11,Booz Allen Hamilton INC,80JSC024FA088,0,2024-10-21,2024-03-13,2025-03-13,442470.0,442470.0,"Status: Expired. Reported savings: $0. DOGE Action Date: 3/20/2025. The contractor shall provide independent programmatic and institutional assessment capability to support NASA. reviews and assessments are performed in support of organizational tactical and strategic planning efforts specifically for strategic messaging within the heliophysics science community, responding to the the next decade of discovery in solar and space physics: exploring and safeguarding humanity's home in space released in 2024, overall strategy and implementation of the space weather program and heliophysics digital resource library, leadership and division operational management, knowledge management, and support for division digital organization tools. the scope of reviews and assessments supported within this statement of work (SOW) includes NASA programs, projects within the heliophysics division as NASA headquarters.","Category Business, Corporate Entity Not Tax Exempt, Not Designated a Small Business, Special Designations, U.S.-Owned Business",https://www.usaspending.gov/award/CONT_AWD_80JSC024FA088_8000_80JSC023AA001_8000/
DOGE,VA-11,Booz Allen Hamilton INC,80JSC025FA015,0,2024-11-08,2024-11-01,2025-10-31,1000910.0,250227.0,Status: BASE AWARD. Reported savings: $0. DOGE Action Date: 3/20/2025. Game changing development (GCD) program data management and gcd tool support,"Category Business, Corporate Entity Not Tax Exempt, Not Designated a Small Business, Special Designations, U.S.-Owned Business",https://www.usaspending.gov/award/CONT_AWD_80JSC025FA015_8000_80JSC023AA001_8000/
DOGE,VA-11,Booz Allen Hamilton INC,80JSC024FA120,P00003,2025-02-27,2024-05-21,2025-05-21,857617.0,664941.0,"Status: ADDITIONAL WORK (NEW AGREEMENT, JUSTIFICATION REQUIRED). Reported savings: $0. DOGE Action Date: 3/20/2025. The contractor shall assess and evaluate existing NASA science mission directorate (SMD) programming and procedures to identify gaps and/or underlying issues in support of the open science strategic initiatives. recommend updates to strategy documents and collect modifications for input. provide an assessment and recommendations to cross-cutting alignments across the directorate. the contractor shall facilitate planning and discussion meetings to conduct strategic assessment activities, provide recommendations on agenda and materials and document results, and report findings and recommendations to the oscdo and other leadership to inform mission directorate processes. the contractor shall develop and foster relationships with agency points of contact and others to further the oscdo offices’ goals. the contractor shall monitor developments in and around open science and technology polices relative to agency and ocsdo goals and directives. the contractor shall provide management and assessment of ocsdo schedules, milestones, actions, and risks using applicable tools and trackers. the contractor shall review and assess strategic engagement opportunities on behalf of smd ocsdo front office, open science data officer, and open science program scientist and recommend strategies to maximize reach and impact. recommend processes, slide deck templates (internal and external), and procedures to optimize the programs’ activities and knowledge management practices.","Category Business, Corporate Entity Not Tax Exempt, Not Designated a Small Business, Special Designations, U.S.-Owned Business",https://www.usaspending.gov/award/CONT_AWD_80JSC024FA120_8000_80JSC023AA001_8000/
DOGE,VA-11,Booz Allen Hamilton INC,80JSC024FA135,P00002,2025-03-25,2024-06-11,2025-01-22,701923.0,701923.0,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 3/20/2025. Strategic professional engineering assessment contract ii (SPEACII),"Category Business, Corporate Entity Not Tax Exempt, Not Designated a Small Business, Special Designations, U.S.-Owned Business",https://www.usaspending.gov/award/CONT_AWD_80JSC024FA135_8000_80JSC023AA001_8000/
DOGE,VA-11,Booz Allen Hamilton INC,80JSC024FA083,P00002,2025-03-25,2024-03-05,2025-01-22,1923416.0,1923416.0,"Status: TERMINATED. Reported savings: $0. DOGE Action Date: 3/20/2025. NASA’s deia strategic plan emphasizes the need to implement a deia analytics capability within NASA’s enterprise data platform (EDP) to enable evidence-based awareness, planning, decisions, and assessments of the current and future state of deia at NASA. the way forward for NASA’s deia analytics capability and the application of it","Category Business, Corporate Entity Not Tax Exempt, Not Designated a Small Business, Special Designations, U.S.-Owned Business",https://www.usaspending.gov/award/CONT_AWD_80JSC024FA083_8000_80JSC023AA001_8000/
DOGE,RI-01,Brown University,80NSSC24K0178,P00002,2025-04-08,2023-11-01,,752680.0,132452.47,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 4/4/2025. NASA earth observations for resilient salton sea communities - interdisciplinary research in earth sciences for science mission directorate (SMD/ESD),Nonprofit Organization,https://www.usaspending.gov/award/ASST_NON_80NSSC24K0178_8000/
NPDV,RI-01,Brown University,80NSSC23K1348,P00002,2025-04-21,2023-08-21,,556417.0,556417.0,Stop work notice issued with notification of intent to terminate for convenience - mars to moon engineering support for Science Mission Directorate SMD.,Nonprofit Organization,https://www.usaspending.gov/award/ASST_NON_80NSSC23K1348_8000/
DOGE,VA-08,"Bryce Solutions, LLC",80NSSC23FB052,P00016,2024-12-17,2023-09-01,2025-02-28,2527240.48,2524174.88,"Status: Expired. Reported savings: $5,013,199. DOGE Action Date: 2/18/2025. Provides leadership and executive level one-on-one coaching services to the NASA enterprise-wide human capital support services (NEHCSS) contract.","Category Business, Joint Venture Women Owned Small Business, Limited Liability Corporation, Partnership or Limited Liability Partnership, Small Business, Special Designations, U.S.-Owned Business, Woman Owned Business, Women Owned Small Business",https://www.usaspending.gov/award/CONT_AWD_80NSSC23FB052_8000_80NSSC23DA002_8000/
DOGE,VA-08,"Bryce Space and Technology, LLC",80NSSC24FA979,P00003,2025-03-28,2024-08-01,2025-04-09,770000.0,499991.33,"Status: TERMINATED. Reported savings: $4,667,483. DOGE Action Date: 4/4/2025. Administrative management and general management consulting services to provide NASA leadership with independent diagnostics and strategic advisory work on matters involving, technology policy and economics through independent research and analysis that answers specific questions on topics of interest.","Category Business, Limited Liability Corporation, Partnership or Limited Liability Partnership, Small Business, Special Designations, U.S.-Owned Business, Woman Owned Business, Women Owned Small Business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24FA979_8000_80NSSC24AA010_8000/
DOGE,CA-20,Business Class Aviation Inc.,80NSSC23PA010,P00004,2025-04-08,2022-10-01,2025-04-08,0.0,0.0,"Status: TERMINATED. Reported savings: $96,700. DOGE Action Date: 3/20/2025. Dc-8 and sofia aircraft storage and parts removal","Category Business, Corporate Entity Not Tax Exempt, Self-Certified Small Disadvantaged Business, Small Business, Special Designations, U.S.-Owned Business",https://www.usaspending.gov/award/CONT_AWD_80NSSC23PA010_8000_-NONE-_-NONE-/
NPDV,CA-28,California Institute of Technology,80NM0018F0566,P00026,2025-04-21,2018-10-01,2027-09-30,4294381.07,3134786.76,Stop work notice issued with notification of intent to terminate for convenience - office of chief technologist (oct) strategic integration for SMD directorate,"Category Business, Corporate Entity Tax Exempt, Educational Institution, Higher Education, Nonprofit Organization, Not Designated a Small Business, Higher Education (Private), Special Designations, U.S.-Owned Business",https://www.usaspending.gov/award/CONT_AWD_80NM0018F0566_8000_80NM0018D0004_8000/
NPDV,CA-28,California Institute of Technology,80NM0019F0075,P00006,2025-04-21,2019-08-02,2025-09-30,1326042.0,839809.69,Stop work notice issued with notification of intent to terminate for convenience - monitoring particulate air pollution and human health in ethiopia and south africa with linkages to NASA's MAIA mission (82-710940) for SMD directorate,"Category Business, Corporate Entity Tax Exempt, Educational Institution, Higher Education, Nonprofit Organization, Not Designated a Small Business, Higher Education (Private), Special Designations, U.S.-Owned Business",https://www.usaspending.gov/award/CONT_AWD_80NM0019F0075_8000_80NM0018D0004_8000/
NPDV,CA-28,California Institute of Technology,80NM0018F0669,P00007,2025-04-21,2018-10-01,2025-04-07,906320.78,621880.8,Stop work order issued with notification of intent to terminate for convenience - geostationary carbon cycle observatory (geocarb) pre-phase a and phase a (87-700073) for SMD directorate,"Category Business, Corporate Entity Tax Exempt, Educational Institution, Higher Education, Nonprofit Organization, Not Designated a Small Business, Higher Education (Private), Special Designations, U.S.-Owned Business",https://www.usaspending.gov/award/CONT_AWD_80NM0018F0669_8000_80NM0018D0004_8000/
NPDV,MD-07,"Career Communications Group, Inc.",80NSSC24PB891,P00003,2025-04-16,2024-09-01,2025-04-16,12500.0,12500.0,Termination for convenience: women of color in STEM silver partnership and participation in their national convention,"Black American Owned Business, Category Business, Corporate Entity Not Tax Exempt, DoT Certified Disadvantaged Business Enterprise, Minority Owned Business, Self-Certified Small Disadvantaged Business, Small Business, Special Designations, Subchapter S Corporation, U.S.-Owned Business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PB891_8000_-NONE-_-NONE-/
NASAGrants,CA-40,Chapman University,80NSSC23K0309,P00004,2024-08-22,2023-01-01,2025-12-31,192851.0,147482.21,"Work In Progress - Administrative | Administrative - Decrease, Administrative - Change Pop End Date. I.c.e. c.r.e.a.m.: integrating communication of ecostress into community research, education, applications, and media",Nonprofit Organization,https://www.usaspending.gov/award/ASST_NON_80NSSC23K0309_8000/
DOGE,VA-11,"Chenega Global Protection, LLC",80HQTR23FA044,P00005,2025-03-25,2023-06-20,2026-02-28,231345.2,219966.07,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 4/1/2025. NASA hq protective service- security police officer post- east lobby- earth information center (EIC) - termination for convenience agreement- earth information center (EIC) support for NASA office of protective services,"8(a) Program Participant, Alaskan Native Corporation Owned Firm, Category Business, Limited Liability Corporation, Minority Owned Business, Native American Owned Business, Self-Certified Small Disadvantaged Business, Small Business, Special Designations, U.S.-Owned Business",https://www.usaspending.gov/award/CONT_AWD_80HQTR23FA044_8000_80GSFC23DA004_8000/
DOGE,OH-11,Cleveland State University,80NSSC22K1658,P00003,2025-04-08,2023-01-01,,149765.0,134223.37,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 3/24/2025. Improved monitoring and management of urban tree equity: integrating metrics of tree quality with tree cover - commercial satellite data analysis characterizing canopy chlorophyll and photosynthetic productivity for agricultural crops and forest monitoring support for smd/esd directorate,"Government, U.S. Regional/State Government",https://www.usaspending.gov/award/ASST_NON_80NSSC22K1658_8000/
NPDV,MD-03,Colossal Contracting LLC,80NSSC25FA078,P00001,2025-04-17,2024-11-24,2025-04-16,16200.0,16200.0,Termination for convenience agreement prisma cloud renewal,"Category Business, Corporate Entity Not Tax Exempt, Limited Liability Corporation, Self-Certified Small Disadvantaged Business, Service Disabled Veteran Owned Business, Small Business, Special Designations, Subchapter S Corporation, U.S.-Owned Business, Veteran Owned Business",https://www.usaspending.gov/award/CONT_AWD_80NSSC25FA078_8000_NNG15SD72B_8000/
NPDV,MD-03,Cornell Technical Services LLC,80LARC25F7011,P00003,2025-04-10,2024-11-19,2025-07-31,780306.0,292407.35,Stop work notice issued with notification of intent to terminate for convenience - 2025 astrophysics division senior review,"Category Business, Limited Liability Corporation, Partnership or Limited Liability Partnership, Small Business, Special Designations, U.S.-Owned Business",https://www.usaspending.gov/award/CONT_AWD_80LARC25F7011_8000_80LARC20D0007_8000/
NPDV,MD-03,Cornell Technical Services LLC,80LARC21F0153,P00006,2025-04-10,2021-09-10,2025-08-31,335000.0,307390.83,"Stop work notice issued with notification of intent to terminate for convenience - mars exploration program (mep) assessment for management, planning, technical, scientific, risk, cost, and schedule support","Category Business, Limited Liability Corporation, Partnership or Limited Liability Partnership, Small Business, Special Designations, U.S.-Owned Business",https://www.usaspending.gov/award/CONT_AWD_80LARC21F0153_8000_80LARC20D0007_8000/
NPDV,MD-03,Cornell Technical Services LLC,80LARC21F0083,P00006,2025-04-10,2021-03-17,2025-09-30,115865.0,107041.21,Stop work notice issued with notification of intent to terminate for convenience - SOMA vault administration,"Category Business, Limited Liability Corporation, Partnership or Limited Liability Partnership, Small Business, Special Designations, U.S.-Owned Business",https://www.usaspending.gov/award/CONT_AWD_80LARC21F0083_8000_80LARC20D0007_8000/
DOGE,NY-19,Cornell University,80NSSC24K1193,P00001,2025-04-08,2024-07-01,,260000.0,43003.13,"Status: TERMINATED. Reported savings: $0. DOGE Action Date: 4/4/2025. An innovative workshop on edia for leaders in planetary science  - topical workshops, symposiums, and conferences  science mission directorate (smd/planetary)","Higher Education, Higher Education (Private)",https://www.usaspending.gov/award/ASST_NON_80NSSC24K1193_8000/
DOGE,VA-08,Creative Solutions International,80NSSC23FA279,P00003,2025-04-21,2023-03-07,2025-02-20,138793.75,108446.41,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 2/18/2025. Consulting and meeting facilitation in support of ocio transformation initiatives,"Category Business, Corporate Entity Not Tax Exempt, Small Business, Special Designations, U.S.-Owned Business, Woman Owned Business",https://www.usaspending.gov/award/CONT_AWD_80NSSC23FA279_8000_GS10F0331M_4730/
DOGE,VA-08,"Crown Consulting, Inc.",80HQTR24FA038,P00002,2025-03-20,2024-06-06,2025-03-20,136646.85,68323.65,Status: Expired. Reported savings: $0. DOGE Action Date: 2/18/2025. Technical support for armd's office of the associate administrator,"Category Business, Corporate Entity Not Tax Exempt, Minority Owned Business, Not Designated a Small Business, Self-Certified Small Disadvantaged Business, Small Business, Special Designations, Subchapter S Corporation, Indian (Subcontinent) American Owned Business, U.S.-Owned Business",https://www.usaspending.gov/award/CONT_AWD_80HQTR24FA038_8000_80HQTR24AA006_8000/
NPDV,NY-12,"Datadog, Inc.",80NSSC24PB139,P00002,2025-04-08,2024-06-01,2025-04-08,0.0,0.0,Termination for convenience agreement - datadog subscription,"Category Business, Corporate Entity Not Tax Exempt, Not Designated a Small Business, Special Designations, U.S.-Owned Business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PB139_8000_-NONE-_-NONE-/
DOGE,VA-08,Deloitte Consulting LLP,80HQTR23FA018,P00002,2025-02-07,2023-02-08,2025-07-31,659225.96,533382.06,Status: SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE. Reported savings: $0. DOGE Action Date: 3/20/2025. Conducting evidence and evaluation activities for the space technology mission directorate in order to meet the requirements of the evidence act (p.l. 115-435).,"Category Business, Not Designated a Small Business, Partnership or Limited Liability Partnership, Special Designations, U.S.-Owned Business",https://www.usaspending.gov/award/CONT_AWD_80HQTR23FA018_8000_80HQTR22AA005_8000/
DOGE,VA-08,Deloitte Consulting LLP,80HQTR25FA019,0,2025-02-11,2025-02-11,2025-08-11,130791.8,0.0,"Status: BASE AWARD. Reported savings: $0. DOGE Action Date: 3/20/2025. The technical work performed directly enables NASA to submit the annual president's budget request & congressional justification, required by the following laws: budget & accounting act (p.l. 67-13), budget impoundment & control act (p.l. 93-344). the task ends 8/11/2025 because the work will be complete.","Category Business, Not Designated a Small Business, Partnership or Limited Liability Partnership, Special Designations, U.S.-Owned Business",https://www.usaspending.gov/award/CONT_AWD_80HQTR25FA019_8000_80HQTR22AA005_8000/
DOGE,MD-06,"Diversified Services Group, Inc.",80NSSC22PA482,P00006,2025-04-08,2022-07-01,2025-04-09,46982.62,46982.54,"Status: TERMINATED. Reported savings: $38,578. DOGE Action Date: 4/14/2025. Live plant maintenance services","Black American Owned Business, Category Business, Corporate Entity Not Tax Exempt, Economically Disadvantaged Women Owned Small Business, Minority Owned Business, Self-Certified Small Disadvantaged Business, Small Business, Special Designations, U.S.-Owned Business, Woman Owned Business, Women Owned Small Business",https://www.usaspending.gov/award/CONT_AWD_80NSSC22PA482_8000_-NONE-_-NONE-/
DOGE,TX-26,"Eli Group, LLC",80NSSC24PC331,P00001,2025-04-21,2025-02-19,2025-02-19,27500.0,27500.0,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 2/18/2025. The exclusive leadership lab for women provides senior-level women with a development program designed to enhance leadership influence and behavior change to help them succeed within your organization.,"Category Business, Corporate Entity Not Tax Exempt, Limited Liability Corporation, Self-Certified Small Disadvantaged Business, Small Business, Special Designations, U.S.-Owned Business, Woman Owned Business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PC331_8000_-NONE-_-NONE-/
DOGE,TX-26,"Eli Group, LLC",80NSSC24PA590,P00001,2025-04-21,2024-06-12,2025-03-06,27500.0,27500.0,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 2/18/2025. Eli group leadership lab for women,"Category Business, Corporate Entity Not Tax Exempt, Limited Liability Corporation, Self-Certified Small Disadvantaged Business, Small Business, Special Designations, U.S.-Owned Business, Woman Owned Business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PA590_8000_-NONE-_-NONE-/
NASAGrants,FL-06,"Embry-Riddle Aeronautical University, Inc.",80NSSC24K0840,0,2024-05-07,2024-03-20,2026-03-19,145103.0,56539.33,"Work In Progress - Administrative | Administrative - Decrease, Administrative - Change Pop End Date. Empowering undergraduates: developing passive self-healing sensors to detect micrometeorites",Nonprofit Organization,https://www.usaspending.gov/award/ASST_NON_80NSSC24K0840_8000/
NPDV,GA-05,Emory University,80NSSC25K7032,P00001,2025-04-21,2024-10-04,2027-10-03,281894.0,0.0,"Stop work notice issued with notification of intent to terminate for convenience,  earth action: community action for equity and environmental justice   SMD",Nonprofit Organization,https://www.usaspending.gov/award/ASST_NON_80NSSC25K7032_8000/
DOGE,MD-08,"Emp Consultants, LLC",80NSSC24PA710,P00001,2025-03-27,2024-05-01,2025-04-30,45960.0,45960.0,"Status: TERMINATED. Reported savings: $45,960. DOGE Action Date: 3/20/2025. This order is for novice software and support maintenance.","Category Business, Corporate Entity Not Tax Exempt, Limited Liability Corporation, Small Business, Special Designations, U.S.-Owned Business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PA710_8000_-NONE-_-NONE-/
NPDV,CA-16,"Flawless Photonics, Inc.",80JSC022CA012,P00008,2025-04-08,2022-08-25,2025-11-15,2315075.0,2240075.0,Termination notice issued: in space production applications (inspa) - fabrication of flawlesspreforms in microgravity for OA directorate,"Category Business, Corporate Entity Not Tax Exempt, Manufacturer of Goods, Self-Certified Small Disadvantaged Business, Small Business, Special Designations, U.S.-Owned Business",https://www.usaspending.gov/award/CONT_AWD_80JSC022CA012_8000_-NONE-_-NONE-/
DOGE,FL-08,"Florida First Robotics Education Foundation, INC",80NSSC23PB058,P00002,2025-04-08,2023-05-15,2025-04-08,40200.0,40200.0,"Status: TERMINATED. Reported savings: $60,300. DOGE Action Date: 4/14/2025. Sponsorship of the first orlando regional","Category Business, Corporate Entity Tax Exempt, Foundation, Nonprofit Organization, Not Designated a Small Business, Special Designations, U.S.-Owned Business",https://www.usaspending.gov/award/CONT_AWD_80NSSC23PB058_8000_-NONE-_-NONE-/
DOGE,CT-04,"Gartner, Inc.",80NSSC24PB679,P00002,2025-04-30,2024-07-01,2025-12-31,194382.0,194382.0,"Status: TERMINATED. Reported savings: $194,382. DOGE Action Date: 3/20/2025. NASA human capital gartner learning & development services","Category Business, Corporate Entity Not Tax Exempt, Not Designated a Small Business, Special Designations, U.S.-Owned Business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PB679_8000_-NONE-_-NONE-/
DOGE,VA-11,George Mason University,80NSSC24K0892,P00001,2025-04-08,2024-03-29,,529129.0,0.0,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 4/1/2025. Disparities in health and safety effects of dust storms in the united states - interdisciplinary research in earth sciences support for science mission directorate (SMD/ESD),"Government, U.S. Regional/State Government",https://www.usaspending.gov/award/ASST_NON_80NSSC24K0892_8000/
DOGE,VA-11,Guidehouse Inc.,80HQTR24FA019,P00011,2025-05-06,2023-12-01,2025-11-30,1553000.0,1222975.0,"Status: OTHER ADMINISTRATIVE ACTION. Reported savings: $639,900. DOGE Action Date: 3/20/2025. The contractor to provide services related to an integrated approach to conducting annual assessments of NASA’s management controls, internal control over financial reporting, fraud risk management framework and payment integrity.","Category Business, Corporate Entity Not Tax Exempt, Not Designated a Small Business, Special Designations, U.S.-Owned Business",https://www.usaspending.gov/award/CONT_AWD_80HQTR24FA019_8000_80HQTR24AA002_8000/
DOGE,NY-24,Harbec INC,80NSSC24PC367,P00001,2025-04-02,2024-09-10,2025-02-28,105768.0,105768.0,"Status: Expired. Reported savings: $0. DOGE Action Date: 3/20/2025. 104 end caps, 104 end cap sleeves","Category Business, Corporate Entity Not Tax Exempt, Manufacturer of Goods, Not Designated a Small Business, Special Designations, U.S.-Owned Business",https://www.usaspending.gov/award/CONT_AWD_80NSSC24PC367_8000_-NONE-_-NONE-/
DOGE,NE-03,Ho-Chunk Shared Services Company,80NSSC22PB703,P00003,2025-03-24,2022-08-05,2025-03-24,109953.67,109703.67,Status: TERMINATED. Reported savings: $0. DOGE Action Date: 2/18/2025. Strategic analysis and support services,"8(a) Program Participant, Category Business, Corporate Entity Tax Exempt, Minority Owned Business, Self-Certified Small Disadvantaged Business, Small Business, Special Designations, Tribally Owned Firm, U.S.-Owned Business",https://www.usaspending.gov/award/CONT_AWD_80NSSC22PB703_8000_-NONE-_-NONE-/
NPDV,CO-02,Honeybee Robotics LLC,80GSFC23CA030,P00009,2025-04-22,2022-11-30,2026-07-30,6785723.62,6635723.61,"Stop work notice issued with notification of intent to terminate for convenience - Mars Sample Return (MSR) capture, containment and return systems (CCRS) earth entry system (EES) spin eject mechanism (sem) for SMD directorate.","Category Business, Limited Liability Corporation, Manufacturer of Goods, Not Designated a Small Business, Partnership or Limited Liability Partnership, Special Designations, U.S.-Owned Business",https://www.usaspending.gov/award/CONT_AWD_80GSFC23CA030_8000_-NONE-_-NONE-/
DOGE,OH-11,Howard Wershbale & Co,80NSSC20P1795,P00008,2025-04-08,2020-08-23,2025-04-08,16050.0,16100.0,"Status: TERMINATED. Reported savings: $3,950. DOGE Action Date: 4/14/2025. Financial statement review","Category Business, Corporate Entity Not Tax Exempt, Small Business, Special Designations, Subchapter S Corporation, U.S.-Owned Business",https://www.usaspending.gov/award/CONT_AWD_80NSSC20P1795_8000_-NONE-_-NONE-/
